trivia_1925,"I Drove All Night in 1993 was the last solo UK chart entry for which singer?","Roy Orbison",unknown,0.35,"https://en.wikipedia.org/wiki/I_Drove_All_Night","a song... originally intended for Roy Orbison; his version was released in 1991",""
trivia_1669,"Didsbury, Ardwick and Fallowfield are all areas of which British city?","Manchester",supported,0.72,"https://en.wikipedia.org/wiki/Manchester","...Didsbury, Fallowfield...",""
trivia_5769,"What is the name for the Vietnamese New Year? (Hint: three letters)?","Tet",supported,0.83,"https://vietnam.travel/things-to-do/tet-vietnam-lunar-new-year","Tết marks the first day of the Lunar New Year",""
trivia_759,"Which method of painting consists of applying pigment to wet plaster?","fresco; buon fresco (true fresco)",supported,0.83,"https://en.wikipedia.org/wiki/Buon_fresco","painting with pigment... on a thin layer of wet, fresh, lime mortar or plaster",""
trivia_9398,"What type of bird did William Wordsworth address with the words, ""Shall I call thee bird, or but a wandering voice""?""","Cuckoo",supported,0.8,"https://www.poetryfoundation.org/poems/45562/to-the-cuckoo","O Cuckoo! shall I call thee Bird, Or but a wandering Voice?",""
webq_197,"what language do navajo people speak?","Navajo (Diné Bizaad); English",supported,0.55,"https://en.wikipedia.org/wiki/Navajo_language","Navajo: Diné bizaad... is a Southern Athabaskan language",""
trivia_1470,"Giallo is Italian for which colour?","yellow",supported,0.88,"https://en.wikipedia.org/wiki/Giallo","The term giallo (""yellow"")",""
nq_2826,"who is singing in something just like this?","Chris Martin; The Chainsmokers & Coldplay",supported,0.7,"https://en.wikipedia.org/wiki/Something_Just_Like_This","song featuring vocals from Chris Martin",""
nq_1326,"how many seasons of the bastard executioner are there?","1",supported,0.66,"https://thebastardexecutioner.fandom.com/wiki/The_Bastard_Executioner","cancelled after only one season",""
trivia_7899,"In which book of the bible is the story of Noah's Ark?","Genesis",supported,0.84,"https://en.wikipedia.org/wiki/Noah%27s_Ark","boat in the Genesis flood narrative",""
trivia_8102,"Which company, founded in 2009, provides an app-based taxi service that uses crowd-sourced drivers?","Uber",supported,0.78,"https://www.investopedia.com/articles/personal-finance/111015/story-uber.asp","founded the company as UberCab... in 2009... via a mobile phone app",""
nq_700,"who added a press room to the white house?","Richard Nixon; Franklin D. Roosevelt",unsupported,0.6,"https://www.whitehousehistory.org/the-president-the-press-and-proximity","Nixon authorized the design and construction of a new and modern press facility",""
nq_1279,"where do secondary xylem and phloem cells arise from?","vascular cambium",supported,0.75,"https://www.pearson.com/channels/biology/asset/86d00c18/the-vascular-cambium-gives-rise-to-a-all-xylem-b-all-phloem-c-primary-xylem-and-","vascular cambium produces secondary xylem (wood) and secondary phloem",""
trivia_10059,"Which famous huntsman who was known for wearing a grey coat was buried in Caldbeck cemetery?","John Peel",supported,0.7,"https://en.wikipedia.org/wiki/John_Peel_(huntsman)","He died in 1854 and is buried in the churchyard of St Kentigern's Church, Caldbeck",""
nq_162,"what are the parts of a domain name called?","labels; subdomain (third-level or host)/second-level domain (SLD)/top-level domain (TLD)",supported,0.7,"https://en.wikipedia.org/wiki/Domain_name","A domain name consists of one or more parts, technically called labels... right-most label conveys the top-level domain",""
trivia_8483,"'The Doors' generated a controversy with the single ""Hello, I Love You"" in 1968 when the press pointed out it's resemblance to the 1965 hit ""All Day and All of the Night"" of which band?""","The Kinks",supported,0.68,"https://entertainment.time.com/2013/08/22/11-suspiciously-sound-alike-songs/slide/the-kinks-all-day-and-all-of-the-night-1964-vs-the-doors-hello-i-love-you-1968/","publisher said The Doors used the riff for 'All Day And All Of The Night'",""
trivia_10288,"Who is universally accepted to be the first Roman Emperor (27bc)?","Augustus (Octavian)",supported,0.86,"https://en.wikipedia.org/wiki/Augustus","first Roman emperor from 27 BC",""
trivia_9328,"Sea World is in Mission Bay Park in which US city?","San Diego",supported,0.85,"https://en.wikipedia.org/wiki/SeaWorld_San_Diego","theme park in Mission Bay Park in San Diego, California",""
trivia_8468,"Washington Irving's classic story Rip Van Winkle is set in which geographic region of New York state?","Catskill Mountains; Hudson Valley",supported,0.7,"https://en.wikipedia.org/wiki/Rip_Van_Winkle","lives in a village at the foot of the Catskill Mountains",""
trivia_11277,"What fictional spy show showcases the dysfunctional International Secret Intelligence Service (ISIS)?","Archer",supported,0.8,"https://en.wikipedia.org/wiki/Archer_(2009_TV_series)","follows the exploits of... International Secret Intelligence Service (ISIS)",""
trivia_2647,"Which county won the County Cricket Championship in 1959, after Surrey had won seven consecutive titles from 1952 to 1958?","Yorkshire",supported,0.78,"https://en.wikipedia.org/wiki/1959_County_Championship","Yorkshire won the Championship title ending a seven-year winning sequence by Surrey",""
trivia_186,"If it is 3 a.m. in Nevada, what time is it in Montana?","4 a.m.; 3 a.m.",unsupported,0.7,"https://www.travelmath.com/time-change/from/Nevada/to/Montana","Montana (MT) is 1 hour ahead of Nevada (NV)",""
webq_1091,"where are boeing headquarters?","Arlington, Virginia, United States; Chicago, Illinois, United States; Seattle, Washington, United States",unsupported,0.7,"https://www.reuters.com/business/aerospace-defense/boeing-set-move-headquarters-arlington-virginia-sources-2022-05-05/","Boeing... will move its headquarters from Chicago to Arlington, Virginia",""
trivia_6055,"The character Sally Bowles appears in which film?","Cabaret; I Am a Camera",supported,0.6,"https://en.wikipedia.org/wiki/Sally_Bowles","appears... in the 1955 film I Am a Camera... and the 1972 film adaptation of Cabaret",""
