trivia_662,"Which company were responsible for the production of the Spitfire?","Supermarine; Vickers-Armstrongs",supported,0.9,"https://www.gracesguide.co.uk/Supermarine:_Spitfire","Produced by the Supermarine subsidiary of Vickers-Armstrongs",""
trivia_6934,"Which car company manufacturers the Corolla model?","Toyota",supported,0.95,"https://en.wikipedia.org/wiki/Toyota_Corolla","manufactured and marketed globally by the Japanese automaker Toyota Motor Corporation",""
trivia_7339,"Who was the founder of Sikhism?","Guru Nanak (Guru Nanak Dev Ji)",supported,0.95,"https://en.wikipedia.org/wiki/Guru_Nanak","regarded as the founder of Sikhism",""
nq_715,"american horror story freak show girl kidnapped by clown?","Bonnie Lipton",supported,0.9,"https://www.bustle.com/articles/44354-the-girl-kidnapped-by-the-clown-on-ahs-freakshow-is-no-stranger-to-freaky-tv-shows","The kidnapped girl is Bonnie Lipton",""
webq_1503,"what city and state is yale located in?","New Haven, Connecticut",supported,0.95,"https://en.wikipedia.org/wiki/Yale_University","Yale University is ... in New Haven, Connecticut",""
trivia_9051,"What was the name of the 'Birdman of Alcatraz'?","Robert Franklin Stroud",supported,0.95,"https://en.wikipedia.org/wiki/Robert_Stroud","Robert Franklin Stroud ... known as the \"Birdman of Alcatraz\"",""
webq_1879,"what form of government does the united states use?","federal presidential constitutional republic; representative democracy; presidential system",supported,0.8,"https://en.wikipedia.org/wiki/Federal_government_of_the_United_States","often described as a democratic republic, representative democracy, or constitutional republic",""
trivia_2919,"What is the surname of singer Florence of 'Florence and the Machine' ?","Welch",supported,0.95,"https://en.wikipedia.org/wiki/Florence_Welch","Florence Leontine Mary Welch",""
trivia_807,"Which cartoon character had the maiden name ‘Slaghoople’?","Wilma Flintstone",supported,0.95,"https://en.wikipedia.org/wiki/Wilma_Flintstone","maiden name is \"Slaghoople\"",""
trivia_8315,"Catoptromancy is the term for predicting the future using what object? Who's the fairest of them all!?","mirror",supported,0.9,"https://www.worldwidewords.org/ww-cat2.html","the art of divination by means of mirrors",""
trivia_719,"What was left in Pandora's Box after all the evil escaped?","Hope (Elpis)",supported,0.9,"https://www.thecollector.com/hope-last-gift-pandoras-box/","one thing remained inside: Hope",""
trivia_5465,"What beverage is often described as ""peaty""?","Scotch whisky",supported,0.9,"https://www.laphroaig.com/whisky-stories/peated-whisky","Peat is the secret behind many smoky Scotch whiskies",""
trivia_6034,"Who said in 1935 ""The Pope: how many divisions has he got?""","Joseph Stalin",supported,0.6,"https://www.nytimes.com/1957/06/22/archives/foreign-affairs-how-many-divisions-has-the-pope-two-interesting.html","It is related that Stalin ... \"how many divisions does the Pope have?\"",""
trivia_5779,"What company makes Big Red and Juicy Fruit gum?","Wrigley",supported,0.75,"https://www.amazon.com/Wrigley-Chewing-Gum-Variety-Pack/dp/B0CKD3CHMH","Wrigley Gum ... Juicy Fruit ... Big Red",""
trivia_3479,"Name the trademarked bass-frequency cinematic effect developed by Cerwin-Vega and Universal Studios initially for the 1974 film Earthquake?","Sensurround",supported,0.95,"https://en.wikipedia.org/wiki/Sensurround","process ... developed by Cerwin-Vega in conjunction with Universal Studios ... for the 1974 film Earthquake",""
trivia_7929,"Who, c1819, wrote the poem Ode to the West Wind?","Percy Bysshe Shelley",supported,0.95,"https://en.wikipedia.org/wiki/Ode_to_the_West_Wind","ode written by Percy Bysshe Shelley in 1819",""
trivia_2536,"Citizen Band radio operators have nicknames for various towns and cities. In C.B. jargon which Clwyd town is called 'Sparkie Town'?","Connah's Quay; Shotton; Flint",unknown,0.2,"","",""
nq_2336,"what country shares borders with both belarus and romania?","Ukraine",supported,0.95,"https://www.nationsonline.org/oneworld/map/ukraine-political-map.htm","Ukraine borders Belarus ... Romania",""
trivia_10527,"Whose girlfriend had a pet snake called Enid?","Peter Cook",unknown,0.2,"","",""
