trivia_4008,"What British sitcom that aired from 1979 to 1981 in the UK, starred Penelope Keith and Peter Bowles?","To the Manor Born",supported,0.90,"https://en.wikipedia.org/wiki/To_the_Manor_Born","BBC television sitcom that first aired on BBC1 from 1979 to 1981... starring Penelope Keith and Peter Bowles",""
trivia_4608,"Which American bluegrass-country singer and fiddler has won 26 Grammy Awards, making her the most awarded female artist (and the third most awarded artist overall) in Grammy history since she recorded for the first time at the age of 14?","Alison Krauss",unsupported,0.55,"https://en.wikipedia.org/wiki/Alison_Krauss","as of 2025, she has won 27 Grammy Awards",""
webq_850,"what country sponsored ferdinand magellan?","Spain",supported,0.90,"https://www.rmg.co.uk/stories/topics/ferdinand-magellan","Magellan was sponsored by Spain to travel west across the Atlantic",""
trivia_6255,"Which classic sci-fi novel divides the human species into the gentle Eloi and the bestial Morlocks? Wells?","The Time Machine",supported,0.90,"https://en.wikipedia.org/wiki/The_Time_Machine","two separate human species: the fair, childlike Eloi; and the savage... Morlocks",""
webq_1693,"where do italy people live?","Italy",supported,0.80,"https://en.wikipedia.org/wiki/Italians","approximately 55 million Italians living in Italy",""
trivia_4890,"In which sport is it forbidden for anyone to play left handed?","Polo; Polocrosse; Jai alai",unsupported,0.75,"https://dbpoloclub.com/polo-played-right-handed/","The right hand only is to be used to hold the stick to hit the ball",""
trivia_5044,"If you travel due south from Detroit, Michigan, what is the first country you reach?","Canada",supported,0.70,"https://quizzclub.com/trivia/what-country-do-you-fly-over-first-when-taking-off-from-detroit-and-flying-directly-south/answer/166680/","It's Canada! ... the first country you fly over... is actually Canada",""
trivia_5419,"What is the capital of Washington state?","Olympia",supported,0.95,"https://www.britannica.com/place/Olympia-Washington","Olympia, city, capital of Washington, U.S.",""
trivia_7213,"For what does the G stand in the navigational aid, usually known as a `GPS'?","Global",supported,0.95,"https://en.wikipedia.org/wiki/Global_Positioning_System","The Global Positioning System (GPS)",""
trivia_5827,"Which Cunard liner launched in 1903 rescued 705 survivors of the Titanic disaster in 1912?","RMS Carpathia",supported,0.90,"https://www.britannica.com/topic/Carpathia","the Carpathia rescued 705 people in lifeboats",""
nq_1742,"when did the royal proclamation of 1763 end?","1783 (Treaty of Paris ended British authority in the U.S.); 1776 (de facto end in the rebelling colonies during the American Revolution); It has not ended in Canada—key provisions remain in force and are recognized in Canadian law",unknown,0.40,"https://www.rcaanc-cirnac.gc.ca/eng/1370355181092/1607905122267","the Royal Proclamation has served as a basis of the treaty-making process throughout Canada, and is referred to in the Constitution Act 1982",""
trivia_5299,"Who gave Harry Potter his first kiss?","Cho Chang",supported,0.80,"https://harrypotter.fandom.com/wiki/Cho_Chang","Cho Chang is... Harry Potter's first ... first kiss",""
trivia_10352,"Who played Doctor Christmas Jones in the Bond film The World is Not enough?","Denise Richards",supported,0.95,"https://en.wikipedia.org/wiki/The_World_Is_Not_Enough","Denise Richards as Dr. Christmas Jones",""
webq_246,"what year was the first miss america pageant held?","1921; 1922",unsupported,0.80,"https://en.wikipedia.org/wiki/Miss_America_1921","Miss America 1921 known as the first Miss America pageant",""
trivia_3881,"Whose second 'breadfruit voyage' as captain was on the ship HMS Providence, 1791-94?","William Bligh",supported,0.90,"https://en.wikipedia.org/wiki/HMS_Providence_(1791)","commanded by William Bligh on his second breadfruit voyage between 1791 and 1794",""
nq_57,"the vascular layer of the eye is the?","Uvea (vascular tunic); Choroid",supported,0.90,"https://en.wikipedia.org/wiki/Uvea","The uvea... vascular layer",""
nq_1039,"of which country is sofia the capital city?","Bulgaria",supported,0.95,"https://en.wikipedia.org/wiki/Sofia","Sofia is the capital and largest city of Bulgaria",""
trivia_3682,"What regal name is capital of Seychelles, and British Columbia (Canada), and is an Australian state?","Victoria",supported,0.70,"https://en.wikipedia.org/wiki/Victoria,_Seychelles","Victoria is the capital and largest city of Seychelles",""
nq_2647,"how many grams of alcohol in one beer?","14 g; 13 g; 12 g; 19 g",unsupported,0.75,"https://www.niaaa.nih.gov/alcohols-effects-health/what-standard-drink","one standard drink contains about 14 grams of pure alcohol",""
trivia_9614,"What was the name of the dog in the children’s TV series ""The Herbs""?""","Dill",supported,0.95,"https://en.wikipedia.org/wiki/The_Herbs","Dill the Dog – A hyperactive dog",""
trivia_531,"The 1955 comedy movie We're No Angels centred on three escaped convicts. Peter Ustinov and Aldo Ray were two, but who played the third?","Humphrey Bogart",supported,0.80,"https://www.amazon.com/WeRe-No-Angels-Humphrey-Bogart/dp/B00AEBB9YQ","three convicts - Joseph (Bogart), Albert (Aldo Ray) and Jules (Peter Ustinov)",""
webq_1245,"who was sir walter raleigh and what did he do?","Sir Walter Raleigh (c. 1552–1618), English courtier, soldier, explorer, and writer, favorite of Elizabeth I, sponsor of the Roanoke colony, led voyages to the Americas in search of El Dorado, helped popularize tobacco in England, wrote History of the World while imprisoned in the Tower, and was executed under James I",supported,0.70,"https://en.wikipedia.org/wiki/Walter_Raleigh","English statesman, soldier, writer and explorer... played a leading part in English colonisation of North America",""
