trivia_6195,"Which island is/was politically divided by the ""Attilla Line""?""",Cyprus,supported,0.9,https://www.britannica.com/place/Cyprus/The-Republic-of-Cyprus,boundary between the two sectors has unofficially been known as “the Attila Line”,
webq_1726,what timezone is phoenix az in right now?,"Mountain Standard Time (MST, UTC-7)",supported,0.95,https://www.worldometers.info/time/phoenix-az-usa/,"Phoenix stays on Mountain Standard Time (MST, UTC-7) all year",
trivia_8011,What was the middle name of the author William Thackeray?,Makepeace,supported,0.95,https://en.wikipedia.org/wiki/William_Makepeace_Thackeray,William Makepeace Thackeray,
trivia_2062,"Had war not intervened, which city would have hosted the 1916 Olympics?",Berlin,supported,0.95,https://en.wikipedia.org/wiki/1916_Summer_Olympics,"scheduled to be held in Berlin, Germany, but were cancelled due to World War I",
trivia_757,In Egyptian myth who was the God of chaos and disorder?,Set (Seth); Apep (Apophis),supported,0.6,https://en.wikipedia.org/wiki/Set_(deity),"Set is a god of deserts, storms, disorder, violence",
trivia_9835,By what first name is West Indian cricketer Sarwan known?,Ramnaresh,supported,0.95,https://en.wikipedia.org/wiki/Ramnaresh_Sarwan,Ramnaresh Ronnie Sarwan,
trivia_2006,What is the name for the playing area in American football?,gridiron; field,supported,0.6,https://en.wikipedia.org/wiki/American_football_field,"the 100 yards between the goal lines ... called the ""field of play""",
trivia_1716,"What is the name of the life-size plastic dummies in the television series Doctor Who, the first of which arrived on Earth in hollow plastic meteorites with deadly weapons concealed in their hands?",Autons,supported,0.95,https://en.wikipedia.org/wiki/Autons,life-sized plastic dummies... arrived on Earth in hollow plastic meteorites,
nq_790,who is the founder of google and when was it founded?,"Larry Page and Sergey Brin — September 4, 1998",supported,0.95,https://en.wikipedia.org/wiki/Google,"Google was founded on September 4, 1998, by Larry Page and Sergey Brin",
webq_1446,what tv series did mark harmon star in?,NCIS; St. Elsewhere; Chicago Hope; Reasonable Doubts; Flamingo Road,unknown,0.4,https://en.wikipedia.org/wiki/Mark_Harmon,Harmon gained a regular role... on Flamingo Road,
trivia_7973,Which Wirral-born Radio 1 disc jockey died in Peru in 2004?,John Peel,supported,0.95,https://en.wikipedia.org/wiki/John_Peel,died... in the Peruvian city of Cusco in 2004,
webq_359,what type of government does the us constitution set up?,constitutional federal republic; representative democracy; federal system (federalism),supported,0.7,https://ar.usembassy.gov/u-s-government/,“Federal” means that there is both a national government and governments of the 50 states. A “republic” is a form of government,
trivia_7256,Which Japanese company has bought Horizon Nuclear Power and so has the contract to build nuclear power stations in Britain from 2015?,Hitachi,supported,0.95,https://www.reuters.com/article/business/japans-hitachi-buys-uks-horizon-nuclear-project-idUSBRE89T0BC/,Hitachi is taking over Britain’s Horizon nuclear project,
nq_1408,what 's the average lifespan of a basset hound?,10-12 years; 12-13 years,supported,0.7,https://www.petmd.com/dog/breeds/basset-hound,The typical Basset Hound life expectancy is 12–13 years,
trivia_276,What is the fastest animal on two legs?,Ostrich,supported,0.95,https://www.nwf.org/Magazines/National-Wildlife/2006/A-Bird-Like-No-Other,the ostrich... is also the fastest runner on two legs,
trivia_2369,IBM Halt is one of nine railway stations in which Clydeside town?,Greenock,supported,0.9,https://www.railscot.co.uk/locations/I/IBM/,IBM factory in Greenock (in the Spango Valley),
trivia_2545,"In Greek mythology, which race of giants had a single eye in the middle of their foreheads?",Cyclopes,supported,0.95,https://en.wikipedia.org/wiki/Cyclopes,had a single eye set in the middle of their foreheads,
