dataset,N1_min_pos,N2_min_neg,num_prompts_kept,num_prompts_total,frac_kept
summ_gpt3_bbc,2,10,0,100,0.0
summ_gpt3_bbc,3,0,2,100,0.02
summ_gpt3_bbc,3,1,0,100,0.0
summ_gpt3_bbc,3,2,0,100,0.0
summ_gpt3_bbc,3,3,0,100,0.0
summ_gpt3_bbc,3,5,0,100,0.0
summ_gpt3_bbc,3,10,0,100,0.0
summ_gpt3_bbc,5,0,0,100,0.0
summ_gpt3_bbc,5,1,0,100,0.0
summ_gpt3_bbc,5,2,0,100,0.0
summ_gpt3_bbc,5,3,0,100,0.0
summ_gpt3_bbc,5,5,0,100,0.0
summ_gpt3_bbc,5,10,0,100,0.0
summ_gpt3_bbc,10,0,0,100,0.0
summ_gpt3_bbc,10,1,0,100,0.0
summ_gpt3_bbc,10,2,0,100,0.0
summ_gpt3_bbc,10,3,0,100,0.0
summ_gpt3_bbc,10,5,0,100,0.0
summ_gpt3_bbc,10,10,0,100,0.0
summ_gpt3_cnn,0,0,100,100,1.0
summ_gpt3_cnn,0,1,99,100,0.99
summ_gpt3_cnn,0,2,88,100,0.88
summ_gpt3_cnn,0,3,0,100,0.0
summ_gpt3_cnn,0,5,0,100,0.0
summ_gpt3_cnn,0,10,0,100,0.0
summ_gpt3_cnn,1,0,100,100,1.0
summ_gpt3_cnn,1,1,99,100,0.99
summ_gpt3_cnn,1,2,88,100,0.88
summ_gpt3_cnn,1,3,0,100,0.0
summ_gpt3_cnn,1,5,0,100,0.0
summ_gpt3_cnn,1,10,0,100,0.0
summ_gpt3_cnn,2,0,12,100,0.12
summ_gpt3_cnn,2,1,11,100,0.11
summ_gpt3_cnn,2,2,0,100,0.0
summ_gpt3_cnn,2,3,0,100,0.0
summ_gpt3_cnn,2,5,0,100,0.0
summ_gpt3_cnn,2,10,0,100,0.0
summ_gpt3_cnn,3,0,1,100,0.01
summ_gpt3_cnn,3,1,0,100,0.0
summ_gpt3_cnn,3,2,0,100,0.0
summ_gpt3_cnn,3,3,0,100,0.0
summ_gpt3_cnn,3,5,0,100,0.0
summ_gpt3_cnn,3,10,0,100,0.0
summ_gpt3_cnn,5,0,0,100,0.0
summ_gpt3_cnn,5,1,0,100,0.0
summ_gpt3_cnn,5,2,0,100,0.0
summ_gpt3_cnn,5,3,0,100,0.0
summ_gpt3_cnn,5,5,0,100,0.0
summ_gpt3_cnn,5,10,0,100,0.0
summ_gpt3_cnn,10,0,0,100,0.0
summ_gpt3_cnn,10,1,0,100,0.0
summ_gpt3_cnn,10,2,0,100,0.0
summ_gpt3_cnn,10,3,0,100,0.0
summ_gpt3_cnn,10,5,0,100,0.0
summ_gpt3_cnn,10,10,0,100,0.0
